national,south,north,east,central,west,year,month
55,55,54,55,54,49,2016,7
56,56,55,55,54,51,2016,7
55,55,55,55,54,51,2016,7
56,56,56,55,54,51,2016,7
56,56,56,56,55,51,2016,7
57,57,56,56,55,51,2016,7
58,58,57,57,55,51,2016,7
58,58,56,57,56,51,2016,7
58,58,56,57,55,51,2016,7
57,57,57,57,56,51,2016,7
58,58,57,56,56,51,2016,7
58,58,58,56,56,52,2016,7
58,57,58,55,55,50,2016,7
57,57,57,55,55,46,2016,7
57,57,57,55,55,44,2016,7
57,57,57,54,54,41,2016,7
57,56,57,53,53,40,2016,7
57,54,57,53,52,39,2016,7
59,54,59,56,53,49,2016,7
60,55,60,56,54,51,2016,7
61,55,61,58,55,52,2016,7
63,56,63,59,57,53,2016,7
63,57,63,60,58,54,2016,7
63,58,63,62,59,54,2016,7
63,60,63,63,60,54,2016,7
63,59,63,62,59,54,2016,7
63,58,63,61,58,54,2016,7
63,58,63,61,58,54,2016,7
62,59,62,61,58,54,2016,7
62,59,62,61,58,54,2016,7
61,59,61,61,58,53,2016,7
61,59,61,61,58,53,2016,7
62,59,62,62,58,54,2016,7
63,59,63,62,59,55,2016,7
63,59,63,62,59,55,2016,7
63,59,63,62,59,55,2016,7
63,59,63,62,59,55,2016,7
62,59,62,61,59,55,2016,7
61,59,61,60,58,54,2016,7
60,58,60,59,57,54,2016,7
59,58,59,57,57,53,2016,7
58,57,58,56,57,53,2016,7
57,57,57,56,56,52,2016,7
57,57,56,54,55,51,2016,7
56,56,56,53,54,50,2016,7
55,55,55,52,53,48,2016,7
55,55,55,51,53,51,2016,7
55,54,55,51,52,52,2016,7
55,54,55,51,52,52,2016,7
55,53,55,49,51,53,2016,7
55,52,55,49,50,54,2016,7
55,52,54,49,47,55,2016,7
56,52,54,51,46,56,2016,7
56,52,54,48,47,56,2016,7
56,51,54,46,46,56,2016,7
55,49,53,44,43,55,2016,7
54,48,52,44,42,54,2016,7
54,46,51,43,41,54,2016,7
54,45,51,42,39,54,2016,7
54,44,50,42,38,54,2016,7
54,43,49,41,38,54,2016,7
54,43,50,42,37,54,2016,7
54,42,51,42,37,54,2016,7
54,41,51,42,36,54,2016,7
53,41,51,41,36,53,2016,7
53,39,51,40,35,53,2016,7
53,37,51,40,34,53,2016,7
53,37,51,39,34,53,2016,7
52,36,51,37,33,52,2016,7
52,32,49,38,34,52,2016,7
52,34,48,37,35,52,2016,7
51,35,49,38,34,51,2016,7
49,34,49,38,36,49,2016,7
51,36,51,37,36,45,2016,7
51,36,51,36,37,45,2016,7
49,34,49,34,35,41,2016,7
47,33,47,36,34,39,2016,7
46,36,46,39,35,39,2016,7
44,36,44,40,35,38,2016,7
43,36,43,39,35,38,2016,7
43,36,43,40,36,40,2016,7
44,37,44,40,35,41,2016,7
44,37,44,40,36,40,2016,7
45,37,45,41,37,41,2016,7
45,37,45,41,37,42,2016,7
47,37,47,41,38,41,2016,7
50,38,50,41,39,41,2016,7
51,38,51,41,39,41,2016,7
49,38,49,43,39,41,2016,7
47,37,47,43,38,40,2016,7
47,37,47,42,38,40,2016,7
47,34,47,37,35,38,2016,7
47,33,47,38,37,39,2016,7
48,33,48,39,36,40,2016,7
49,31,49,38,35,40,2016,7
49,30,49,40,33,37,2016,7
52,33,52,43,36,39,2016,7
52,31,52,40,37,41,2016,7
53,35,53,40,40,42,2016,7
54,39,54,42,42,43,2016,7
55,42,55,42,44,43,2016,7
56,45,56,42,48,44,2016,7
56,46,56,45,49,47,2016,7
57,51,57,47,51,51,2016,7
58,52,58,48,51,51,2016,7
57,52,57,48,51,52,2016,7
57,52,57,48,51,52,2016,7
57,53,57,49,52,53,2016,7
57,53,57,49,52,54,2016,7
58,53,58,49,52,55,2016,7
58,53,58,50,53,55,2016,7
59,54,59,50,54,56,2016,7
59,54,59,51,55,56,2016,7
59,55,59,52,55,56,2016,7
59,55,59,52,55,55,2016,7
59,55,59,52,55,56,2016,7
59,55,59,51,55,56,2016,7
59,55,59,50,55,56,2016,7
58,55,58,50,55,56,2016,7
58,55,58,47,54,56,2016,7
57,55,57,51,54,56,2016,7
57,54,57,51,54,56,2016,7
57,53,57,51,53,56,2016,7
57,52,57,51,53,56,2016,7
57,51,57,51,53,57,2016,7
56,51,56,48,53,56,2016,7
57,48,57,46,52,56,2016,7
58,47,58,45,53,56,2016,7
59,48,59,45,53,57,2016,7
60,49,60,45,54,58,2016,7
61,50,61,46,54,58,2016,7
62,51,62,45,54,58,2016,7
62,51,62,46,55,59,2016,7
63,51,63,46,55,59,2016,7
63,51,63,46,55,59,2016,7
64,52,64,46,55,60,2016,7
63,51,63,45,55,60,2016,7
63,51,63,44,55,61,2016,7
64,51,64,46,55,61,2016,7
64,52,64,47,55,62,2016,7
63,52,63,48,55,62,2016,7
64,52,64,48,55,61,2016,7
64,51,64,48,55,62,2016,7
64,52,64,48,55,62,2016,7
64,52,64,47,55,61,2016,7
64,52,64,46,56,61,2016,7
64,53,64,46,55,60,2016,7
64,53,64,47,56,60,2016,7
63,54,63,47,56,60,2016,7
63,55,63,49,56,60,2016,7
63,55,63,51,56,61,2016,7
61,55,61,52,57,60,2016,7
61,56,61,52,57,60,2016,7
61,56,61,52,57,60,2016,7
61,56,61,52,58,60,2016,7
60,56,60,53,58,60,2016,7
61,56,60,53,57,61,2016,7
60,56,60,53,57,60,2016,7
60,56,60,53,56,60,2016,7
61,57,61,54,58,59,2016,7
61,57,61,53,57,58,2016,7
61,56,61,53,58,58,2016,7
61,57,61,53,58,58,2016,7
61,57,61,53,58,58,2016,7
61,56,61,53,58,57,2016,7
61,56,61,53,58,57,2016,7
61,57,61,54,58,57,2016,7
61,57,61,53,58,57,2016,7
60,57,60,53,57,57,2016,7
60,56,60,53,57,56,2016,7
60,56,60,54,57,55,2016,7
60,56,60,54,57,55,2016,7
60,56,60,54,57,54,2016,7
60,56,60,54,56,54,2016,7
60,56,60,54,56,53,2016,7
60,56,60,54,56,53,2016,7
60,55,60,55,56,52,2016,7
60,55,60,55,55,52,2016,7
60,55,60,54,55,50,2016,7
59,54,59,53,54,46,2016,7
59,54,59,53,54,47,2016,7
58,53,58,53,53,46,2016,7
58,53,58,52,53,46,2016,7
59,54,59,52,53,46,2016,7
59,54,59,52,53,46,2016,7
58,53,58,52,53,46,2016,7
58,54,58,52,53,46,2016,7
58,54,58,52,53,47,2016,7
57,54,57,52,53,50,2016,7
56,53,56,51,52,49,2016,7
55,53,55,51,52,47,2016,7
55,52,55,51,51,47,2016,7
54,51,54,50,51,48,2016,7
54,51,54,50,50,46,2016,7
54,50,54,47,48,47,2016,7
53,51,53,46,47,46,2016,7
53,50,53,47,48,47,2016,7
54,49,54,47,47,48,2016,7
55,47,55,46,46,50,2016,7
55,47,55,47,46,51,2016,7
55,49,55,50,47,51,2016,7
55,48,55,51,48,52,2016,7
55,49,55,51,48,52,2016,7
55,49,55,51,47,52,2016,7
58,48,58,48,50,52,2016,7
60,47,60,48,51,53,2016,7
60,46,60,48,49,53,2016,7
60,45,60,46,47,53,2016,7
59,45,59,48,48,53,2016,7
58,47,58,49,51,53,2016,7
59,47,59,48,51,53,2016,7
59,46,59,45,50,53,2016,7
59,46,59,44,48,52,2016,7
59,46,59,43,48,53,2016,7
59,45,59,43,48,53,2016,7
59,46,59,43,46,53,2016,7
59,47,59,43,45,52,2016,7
59,46,59,42,45,52,2016,7
59,46,59,41,45,51,2016,7
59,45,59,40,46,51,2016,7
58,45,58,40,48,52,2016,7
57,46,57,40,48,52,2016,7
58,46,58,40,47,52,2016,7
59,49,59,42,48,54,2016,8
59,49,59,42,50,54,2016,8
60,51,60,43,51,55,2016,8
61,52,61,45,52,55,2016,8
60,52,60,47,52,56,2016,8
60,53,60,49,53,56,2016,8
60,53,60,51,54,56,2016,8
59,54,59,52,55,56,2016,8
59,54,59,51,54,56,2016,8
59,54,59,49,54,55,2016,8
58,55,58,52,55,54,2016,8
58,55,58,52,55,54,2016,8
59,56,59,52,55,54,2016,8
59,57,59,54,56,53,2016,8
59,57,59,54,56,53,2016,8
59,58,59,54,57,53,2016,8
59,58,59,54,58,53,2016,8
59,58,59,55,58,54,2016,8
59,58,59,55,59,54,2016,8
60,59,60,55,59,54,2016,8
60,59,60,55,58,54,2016,8
60,58,60,55,58,54,2016,8
59,58,59,54,58,54,2016,8
58,57,58,54,57,53,2016,8
58,57,58,54,57,53,2016,8
57,56,57,53,56,52,2016,8
56,56,56,53,56,51,2016,8
56,56,55,52,55,49,2016,8
55,55,55,52,55,48,2016,8
55,55,54,51,54,46,2016,8
55,55,54,51,53,45,2016,8
55,55,54,51,53,47,2016,8
54,54,54,52,53,47,2016,8
55,54,55,51,53,49,2016,8
55,54,55,52,54,51,2016,8
55,53,55,52,54,52,2016,8
55,54,55,51,54,52,2016,8
55,54,55,51,55,52,2016,8
55,53,55,51,54,52,2016,8
56,53,56,51,54,52,2016,8
56,54,56,51,54,52,2016,8
56,54,56,51,54,53,2016,8
56,54,56,52,54,53,2016,8
57,55,57,52,54,53,2016,8
57,54,57,52,54,53,2016,8
57,54,57,52,54,53,2016,8
57,54,57,52,54,53,2016,8
57,55,57,52,55,53,2016,8
56,55,56,53,55,53,2016,8
57,55,57,53,56,53,2016,8
57,55,57,53,56,53,2016,8
57,55,57,53,56,54,2016,8
56,55,56,54,56,53,2016,8
56,55,56,53,56,53,2016,8
56,55,55,53,56,52,2016,8
55,55,54,52,55,52,2016,8
55,55,54,52,55,52,2016,8
56,55,54,52,56,51,2016,8
55,55,55,51,55,50,2016,8
55,54,55,50,55,49,2016,8
56,54,56,49,54,49,2016,8
56,54,56,49,54,49,2016,8
56,53,56,47,54,48,2016,8
56,53,56,48,53,48,2016,8
56,53,56,47,53,48,2016,8
56,52,56,45,53,47,2016,8
56,52,56,45,53,46,2016,8
55,52,55,44,52,45,2016,8
55,52,55,44,53,46,2016,8
56,52,56,46,53,48,2016,8
56,52,56,46,53,49,2016,8
56,52,56,45,52,48,2016,8
56,52,56,45,52,48,2016,8
56,52,56,44,52,48,2016,8
56,52,56,44,52,47,2016,8
56,53,56,42,52,50,2016,8
57,53,57,43,52,51,2016,8
57,53,57,45,53,52,2016,8
57,53,57,46,53,52,2016,8
57,52,57,46,52,51,2016,8
56,51,56,45,51,51,2016,8
56,51,56,44,50,50,2016,8
55,51,55,43,49,49,2016,8
55,51,55,42,48,49,2016,8
54,51,54,40,47,48,2016,8
54,49,54,41,46,49,2016,8
53,50,53,40,46,50,2016,8
53,49,53,40,45,48,2016,8
54,52,54,41,45,49,2016,8
54,52,54,43,46,50,2016,8
54,52,54,42,47,51,2016,8
54,52,54,44,48,51,2016,8
53,52,53,45,49,51,2016,8
54,52,54,47,49,52,2016,8
54,52,54,46,49,52,2016,8
54,51,54,46,49,52,2016,8
54,51,54,47,48,52,2016,8
54,52,54,47,48,52,2016,8
55,52,55,48,49,52,2016,8
55,52,55,49,50,53,2016,8
55,53,55,49,51,53,2016,8
55,53,55,51,51,55,2016,8
55,54,55,52,52,55,2016,8
56,54,56,53,53,56,2016,8
56,55,56,53,53,56,2016,8
56,55,56,54,54,56,2016,8
56,55,56,54,54,56,2016,8
57,56,56,54,54,57,2016,8
58,55,55,54,54,58,2016,8
58,55,55,55,54,58,2016,8
58,55,54,55,54,58,2016,8
57,55,54,54,54,57,2016,8
57,55,53,54,54,57,2016,8
57,55,53,54,54,57,2016,8
57,55,53,54,53,57,2016,8
56,55,53,54,53,56,2016,8
56,56,53,54,54,56,2016,8
56,56,53,54,54,56,2016,8
56,56,53,54,54,56,2016,8
56,55,53,54,54,56,2016,8
57,55,53,54,54,57,2016,8
57,55,54,54,54,57,2016,8
57,54,54,54,54,57,2016,8
57,55,54,54,54,57,2016,8
56,55,54,54,54,56,2016,8
56,56,55,54,54,56,2016,8
57,56,55,55,55,57,2016,8
57,56,56,55,55,57,2016,8
58,57,57,55,55,58,2016,8
58,56,58,55,56,58,2016,8
58,56,57,55,56,58,2016,8
58,57,57,55,56,58,2016,8
58,57,57,55,56,58,2016,8
58,57,58,55,56,58,2016,8
59,57,58,55,56,59,2016,8
59,57,59,55,56,59,2016,8
60,57,60,55,56,60,2016,8
60,57,60,55,56,60,2016,8
60,57,60,56,57,60,2016,8
60,57,60,55,57,60,2016,8
60,57,60,55,57,60,2016,8
60,58,60,55,57,60,2016,8
60,58,60,55,57,60,2016,8
61,58,60,55,58,61,2016,8
61,59,60,55,58,61,2016,8
61,58,60,55,58,61,2016,8
61,58,60,55,58,61,2016,8
61,58,60,55,58,61,2016,8
61,58,60,55,58,61,2016,8
61,58,61,55,58,61,2016,8
61,58,61,55,58,60,2016,8
60,58,60,55,57,59,2016,8
61,59,61,56,58,60,2016,8
61,58,61,56,58,60,2016,8
62,59,62,57,59,60,2016,8
62,59,62,58,60,60,2016,8
63,60,63,58,60,60,2016,8
63,60,63,59,60,60,2016,8
63,60,63,59,61,61,2016,8
63,60,63,59,61,61,2016,8
63,61,63,59,61,61,2016,8
63,61,63,60,61,61,2016,8
63,61,63,60,62,61,2016,8
64,62,64,61,62,61,2016,8
64,62,64,61,62,61,2016,8
64,62,64,62,62,62,2016,8
64,61,64,62,62,62,2016,8
64,61,64,61,61,61,2016,8
64,61,64,62,61,62,2016,8
64,61,64,62,61,62,2016,8
64,61,64,62,62,61,2016,8
63,62,63,62,62,61,2016,8
63,62,62,63,62,61,2016,8
63,62,62,63,62,61,2016,8
63,61,61,63,62,60,2016,8
62,61,61,62,61,60,2016,8
62,61,61,62,61,59,2016,8
62,62,60,62,61,59,2016,8
63,63,60,62,62,60,2016,8
63,63,61,63,62,60,2016,8
64,64,62,63,63,59,2016,8
65,65,63,63,63,60,2016,8
64,64,63,62,63,60,2016,8
65,64,65,62,62,61,2016,8
66,63,66,61,62,63,2016,8
66,63,66,61,62,64,2016,8
66,64,66,61,63,63,2016,8
67,64,67,61,64,63,2016,8
67,65,67,61,65,63,2016,8
69,65,69,62,65,63,2016,8
69,65,69,62,65,63,2016,8
70,65,70,61,65,62,2016,8
70,65,70,61,65,63,2016,8
70,65,70,60,64,62,2016,8
70,65,70,60,64,63,2016,8
70,64,70,60,64,63,2016,8
70,64,70,59,64,63,2016,8
70,65,70,60,64,63,2016,8
70,65,70,60,65,63,2016,8
71,65,71,60,65,64,2016,8
71,65,71,59,64,64,2016,8
70,62,70,57,63,62,2016,8
69,61,69,56,62,62,2016,8
68,59,68,56,60,62,2016,8
67,59,67,55,60,61,2016,8
65,58,65,55,59,60,2016,8
64,58,64,55,59,58,2016,8
62,58,62,54,58,56,2016,8
61,57,61,54,57,55,2016,8
60,56,60,53,56,55,2016,8
60,55,60,53,55,54,2016,8
59,54,59,52,54,53,2016,8
57,54,57,51,52,52,2016,8
56,54,56,48,53,52,2016,8
55,53,55,47,52,52,2016,8
54,53,54,45,51,51,2016,8
53,52,53,44,47,51,2016,8
54,52,54,42,49,51,2016,8
54,52,54,41,50,51,2016,8
54,51,54,40,49,51,2016,8
54,49,54,39,47,51,2016,8
54,47,54,40,45,49,2016,8
53,46,53,42,44,47,2016,8
53,49,53,44,45,49,2016,8
54,51,54,45,45,50,2016,8
54,51,54,47,46,51,2016,8
54,52,54,48,47,51,2016,8
55,52,55,49,48,52,2016,8
55,52,55,50,50,51,2016,8
55,53,55,51,51,52,2016,8
55,53,55,51,51,52,2016,8
55,53,55,51,52,53,2016,8
56,53,56,52,52,53,2016,8
56,54,56,52,52,53,2016,8
56,54,56,52,52,53,2016,8
55,54,55,52,52,54,2016,8
55,54,55,53,52,55,2016,8
56,55,56,53,53,55,2016,8
57,55,57,53,53,56,2016,8
57,55,57,53,53,55,2016,8
58,55,58,52,54,55,2016,8
58,55,58,52,54,55,2016,8
58,55,58,52,54,56,2016,8
58,54,58,51,54,56,2016,8
58,54,58,51,54,56,2016,8
58,54,58,51,54,56,2016,8
58,53,58,51,54,56,2016,8
58,53,58,52,54,56,2016,8
59,53,59,51,54,56,2016,8
59,53,59,51,54,56,2016,8
59,53,59,51,53,56,2016,8
58,53,58,51,54,56,2016,8
58,53,58,51,54,56,2016,8
59,54,59,52,54,56,2016,8
59,53,59,52,54,56,2016,8
59,54,59,52,54,56,2016,8
59,53,59,52,54,55,2016,8
59,53,59,52,53,55,2016,8
59,54,59,52,54,54,2016,8
59,53,59,52,53,54,2016,8
58,53,58,51,53,53,2016,8
58,53,58,51,53,53,2016,8
58,53,58,52,53,53,2016,8
57,54,57,53,52,54,2016,8
58,54,58,53,52,54,2016,8
58,54,58,54,53,54,2016,8
58,55,58,54,54,54,2016,8
59,56,59,54,54,54,2016,8
59,56,59,55,54,54,2016,8
60,57,60,55,55,55,2016,8
61,57,61,55,55,55,2016,8
61,57,61,56,56,55,2016,8
61,57,61,56,56,55,2016,8
61,58,61,57,57,56,2016,8
62,58,62,57,57,56,2016,8
62,59,62,57,57,56,2016,8
62,59,62,57,57,56,2016,8
62,60,62,57,58,56,2016,8
62,61,62,58,59,56,2016,8
62,61,62,59,60,57,2016,8
63,61,63,59,61,57,2016,8
63,61,63,60,61,57,2016,8
63,62,63,60,62,57,2016,8
63,63,63,61,62,57,2016,8
64,64,63,61,63,57,2016,8
64,64,63,61,63,56,2016,8
65,65,62,61,63,55,2016,8
64,64,62,61,62,55,2016,8
64,64,61,61,62,55,2016,8
64,64,61,61,61,55,2016,8
64,64,61,61,61,55,2016,8
63,63,61,61,61,54,2016,8
63,63,60,61,61,54,2016,8
62,62,59,60,60,54,2016,8
63,63,59,60,60,54,2016,8
63,63,59,60,60,54,2016,8
62,62,59,60,60,54,2016,8
62,62,60,60,60,54,2016,8
62,62,60,61,60,54,2016,8
61,61,60,61,59,55,2016,8
62,62,61,61,60,56,2016,8
61,61,61,61,60,56,2016,8
61,61,61,61,60,56,2016,8
62,62,61,61,59,57,2016,8
61,61,60,60,59,57,2016,8
61,61,61,60,59,57,2016,8
61,60,61,59,59,57,2016,8
61,59,61,58,58,57,2016,8
61,58,61,58,58,57,2016,8
61,57,61,57,58,58,2016,8
60,57,60,57,58,58,2016,8
60,58,60,56,58,57,2016,8
60,57,60,56,58,57,2016,8
60,57,60,56,58,57,2016,8
59,57,59,55,58,57,2016,8
59,57,59,55,58,57,2016,8
59,57,59,55,57,57,2016,8
59,57,59,55,57,57,2016,8
58,57,58,55,56,57,2016,8
57,57,57,55,56,56,2016,8
57,57,56,54,55,56,2016,8
57,57,56,54,56,55,2016,8
57,57,55,54,55,54,2016,8
55,55,55,53,55,53,2016,8
55,55,54,52,54,52,2016,8
55,54,55,51,53,52,2016,8
55,53,55,49,53,51,2016,8
56,53,56,48,53,51,2016,8
55,53,55,48,52,51,2016,8
55,52,55,47,51,49,2016,8
54,52,54,46,49,48,2016,8
53,51,53,45,47,48,2016,8
52,49,52,41,43,44,2016,8
52,47,52,39,41,42,2016,8
51,45,51,38,40,41,2016,8
48,43,48,38,38,39,2016,8
47,41,47,37,37,37,2016,8
46,41,46,36,36,37,2016,8
44,40,44,36,36,37,2016,8
43,38,43,36,37,35,2016,8
44,39,44,35,37,35,2016,8
43,38,43,35,37,35,2016,8
43,36,43,33,37,36,2016,8
44,36,44,34,38,37,2016,8
43,36,43,33,38,38,2016,8
43,36,43,34,36,38,2016,8
41,36,41,33,35,40,2016,8
41,37,41,34,35,41,2016,8
42,37,41,34,35,42,2016,8
42,36,42,34,32,41,2016,8
42,37,40,35,31,42,2016,8
42,36,42,35,31,42,2016,8
43,35,43,35,33,43,2016,8
44,37,44,35,34,43,2016,8
46,38,46,37,34,43,2016,8
51,43,51,38,36,47,2016,8
52,43,52,39,37,46,2016,8
52,44,52,39,38,47,2016,8
52,44,52,39,38,47,2016,8
52,44,52,40,38,48,2016,8
52,45,52,40,40,47,2016,8
53,45,53,40,39,48,2016,8
53,45,53,40,38,47,2016,8
53,45,53,39,36,48,2016,8
53,45,53,38,36,46,2016,8
52,45,52,39,36,46,2016,8
52,44,52,38,37,47,2016,8
53,44,53,38,36,46,2016,8
53,44,53,39,37,47,2016,8
54,46,54,39,37,47,2016,8
55,45,55,45,39,45,2016,8
55,48,55,46,40,44,2016,8
54,48,54,45,41,46,2016,8
55,51,55,46,44,46,2016,8
55,50,55,47,46,46,2016,8
56,50,56,49,46,46,2016,8
56,49,56,50,47,46,2016,8
57,48,57,49,48,46,2016,8
58,46,58,50,47,45,2016,8
61,46,61,50,48,45,2016,8
63,45,63,51,47,45,2016,8
64,47,64,51,47,47,2016,8
65,47,65,51,47,48,2016,8
65,47,65,51,46,49,2016,8
66,48,66,51,47,49,2016,8
67,48,67,52,47,51,2016,8
67,47,67,52,47,52,2016,8
67,47,67,52,47,52,2016,8
64,48,64,52,47,52,2016,8
64,48,64,52,47,51,2016,8
64,49,64,52,47,52,2016,8
63,48,63,52,47,52,2016,8
63,46,63,52,46,52,2016,8
62,45,62,48,45,52,2016,8
62,43,62,49,44,52,2016,8
61,40,61,49,42,52,2016,8
59,40,59,47,40,52,2016,8
59,40,59,45,38,52,2016,8
58,39,58,44,37,52,2016,8
57,42,57,43,37,52,2016,8
56,43,56,43,37,52,2016,8
55,44,55,44,38,52,2016,8
55,45,55,44,38,52,2016,8
53,45,53,44,39,51,2016,8
52,46,52,44,40,51,2016,8
52,45,52,45,40,50,2016,8
51,51,51,45,40,49,2016,8
48,46,48,44,40,48,2016,8
49,47,48,44,40,49,2016,8
50,49,47,43,41,50,2016,8
51,47,48,42,40,51,2016,8
51,47,48,41,39,51,2016,8
48,46,48,41,38,48,2016,8
48,45,48,40,37,46,2016,8
48,45,48,38,38,45,2016,8
47,45,47,37,36,44,2016,8
47,45,47,37,35,43,2016,8
47,44,47,38,34,43,2016,8
47,45,47,36,34,44,2016,8
47,45,47,38,34,43,2016,8
47,46,47,38,34,43,2016,8
49,49,49,38,35,44,2016,8
50,48,50,39,35,45,2016,8
50,48,50,40,35,45,2016,8
50,48,50,40,35,46,2016,8
50,47,50,41,37,47,2016,8
51,47,51,42,37,48,2016,8
51,46,51,42,37,47,2016,8
51,46,51,42,37,49,2016,8
52,46,52,43,38,50,2016,8
52,45,52,45,39,51,2016,8
52,43,52,45,39,47,2016,8
53,42,53,45,38,45,2016,8
52,42,52,45,39,43,2016,8
52,44,52,45,41,41,2016,8
52,45,52,44,41,42,2016,8
52,46,52,45,42,42,2016,8
52,45,52,44,41,41,2016,8
53,46,53,44,41,42,2016,8
54,44,54,43,42,40,2016,8
53,42,53,43,42,39,2016,8
53,43,53,42,42,38,2016,8
53,44,53,42,42,37,2016,8
53,43,53,43,42,37,2016,8
53,42,53,42,42,38,2016,8
53,41,53,42,41,38,2016,8
53,41,53,41,42,37,2016,8
52,42,52,40,40,36,2016,8
52,42,52,38,41,36,2016,8
52,42,52,36,39,36,2016,8
53,43,53,38,40,36,2016,8
52,43,52,39,40,35,2016,8
52,44,52,37,39,38,2016,8
52,43,52,37,38,44,2016,8
52,42,52,38,38,46,2016,8
52,43,52,39,39,46,2016,8
52,44,52,39,40,47,2016,8
52,44,52,39,40,46,2016,8
52,43,52,39,40,47,2016,8
52,43,52,40,41,44,2016,8
52,45,52,40,42,44,2016,8
52,43,52,38,41,44,2016,8
51,45,51,38,41,44,2016,8
52,45,52,37,41,44,2016,8
51,42,51,37,40,44,2016,8
50,39,50,35,38,44,2016,8
50,39,50,33,38,44,2016,8
48,40,48,33,37,43,2016,8
47,40,47,31,37,42,2016,8
46,40,46,31,35,43,2016,8
45,38,45,31,35,43,2016,8
45,37,45,31,35,42,2016,8
44,37,44,33,35,41,2016,8
44,36,44,32,35,42,2016,8
44,36,44,31,35,43,2016,8
45,37,45,32,35,40,2016,8
45,37,45,34,35,36,2016,8
44,37,44,33,35,35,2016,8
45,37,45,32,35,35,2016,8
45,37,45,35,36,36,2016,8
46,41,46,37,39,38,2016,8
46,44,46,39,42,38,2016,8
48,44,48,40,42,38,2016,8
49,45,49,40,42,41,2016,8
51,46,51,42,44,45,2016,8
52,48,52,46,47,47,2016,8
52,51,52,49,50,50,2016,8
53,52,53,51,52,52,2016,8
55,54,55,53,54,54,2016,8
56,54,56,53,55,55,2016,8
57,55,57,53,55,56,2016,8
58,55,58,53,56,57,2016,8
59,56,59,53,57,57,2016,8
60,56,60,54,57,57,2016,8
61,56,61,53,57,57,2016,8
62,56,62,53,57,58,2016,8
63,57,63,53,58,59,2016,8
64,57,64,54,59,59,2016,8
64,57,64,54,59,59,2016,8
64,58,64,54,60,59,2016,8
65,58,65,54,60,60,2016,8
65,58,65,54,60,60,2016,8
66,59,66,54,60,60,2016,8
67,59,67,55,61,60,2016,8
69,59,69,55,61,61,2016,8
70,60,70,55,62,62,2016,8
70,61,70,57,63,63,2016,8
70,62,70,58,63,63,2016,8
70,62,70,58,63,63,2016,8
70,63,70,58,63,64,2016,8
72,63,72,58,63,64,2016,8
72,62,72,57,62,63,2016,8
71,61,71,57,61,63,2016,8
70,61,70,57,60,61,2016,8
70,60,70,56,59,60,2016,8
69,60,69,56,59,59,2016,8
68,60,68,56,59,59,2016,8
67,61,67,56,59,60,2016,8
67,61,67,57,60,61,2016,8
66,62,66,58,61,61,2016,8
67,62,67,59,61,62,2016,8
68,62,68,59,61,62,2016,8
69,62,69,58,61,62,2016,8
68,61,68,59,60,62,2016,8
68,61,68,59,60,62,2016,8
63,58,63,57,57,59,2016,8
62,57,62,55,56,58,2016,8
61,55,61,54,55,57,2016,8
60,54,60,52,54,56,2016,8
59,53,59,49,53,54,2016,8
57,51,57,47,52,53,2016,8
55,49,55,46,51,52,2016,8
53,48,53,45,51,48,2016,8
53,48,53,45,50,46,2016,8
52,48,52,45,49,46,2016,8
52,47,52,45,49,46,2016,8
52,46,52,46,49,46,2016,8
52,44,52,45,49,45,2016,8
51,43,51,45,45,41,2016,8
51,39,51,42,43,37,2016,8
46,38,46,38,39,33,2016,8
41,35,41,33,35,30,2016,8
37,34,37,32,33,29,2016,8
36,34,36,32,33,28,2016,8
36,36,36,31,33,29,2016,8
38,38,38,31,34,30,2016,8
42,42,39,31,36,31,2016,8
43,43,41,32,37,32,2016,8
44,44,43,33,37,33,2016,8
44,44,43,34,36,33,2016,8
47,47,44,35,36,34,2016,8
48,48,46,36,38,34,2016,8
49,49,48,36,40,35,2016,8
49,49,49,36,40,35,2016,8
50,49,50,36,41,36,2016,8
49,48,49,35,41,36,2016,8
50,48,50,34,41,36,2016,8
50,47,50,34,41,37,2016,8
49,48,49,33,41,37,2016,8
49,48,49,34,41,38,2016,8
51,49,51,34,42,39,2016,8
52,51,52,35,45,42,2016,8
54,53,54,40,52,51,2016,8
62,57,62,51,56,62,2016,8
70,60,68,52,59,70,2016,8
80,68,75,58,66,80,2016,8
88,76,81,65,73,88,2016,8
95,82,88,71,78,95,2016,8
100,85,94,74,81,100,2016,8
105,89,97,76,85,105,2016,8
109,92,101,79,87,109,2016,8
112,95,104,82,91,112,2016,8
114,96,106,84,94,114,2016,8
118,98,108,87,96,118,2016,8
122,100,111,88,98,122,2016,8
126,102,114,89,100,126,2016,8
130,104,119,90,104,130,2016,8
137,105,129,90,107,137,2016,8
137,105,131,91,107,137,2016,8
137,105,133,91,108,137,2016,8
139,104,134,91,108,139,2016,8
141,104,137,91,108,141,2016,8
142,104,140,91,108,142,2016,8
143,104,143,90,108,143,2016,8
143,103,143,89,105,142,2016,8
141,102,141,88,104,140,2016,8
141,101,141,88,104,137,2016,8
139,99,139,88,103,132,2016,8
137,92,137,83,98,126,2016,8
136,85,136,78,93,121,2016,8
133,79,133,75,88,114,2016,8
129,76,129,74,86,110,2016,8
128,74,128,74,85,107,2016,8
127,72,127,73,83,103,2016,8
126,70,126,70,81,99,2016,8
125,69,125,69,78,97,2016,8
124,68,124,67,76,94,2016,8
122,68,122,67,76,91,2016,8
121,68,121,68,77,87,2016,8
